TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
T00860,12/9/2024,Conditioner,Beauty,East,Online,5,1087.85,5439.25,Net Banking,C9539
T00861,5/10/2025,Rice,Groceries,North,Online,3,1996.56,5989.68,UPI,C4616
T00862,10/23/2024,Rice,Groceries,West,Online,9,4896.73,44070.57,Credit Card,C1719
T00863,2/4/2025,Jeans,Clothing,West,Offline,7,2829.89,19809.23,Cash,C3903
T00864,3/28/2024,Laptop,Electronics,East,Online,4,4213.51,16854.04,UPI,C5312
T00865,8/29/2024,Face Wash,Beauty,North,Offline,10,1279.85,12798.5,Credit Card,C7443
T00866,4/19/2025,Coffee,Groceries,West,Offline,1,3501.27,3501.27,Cash,C8852
T00867,2/11/2024,Bread,Groceries,South,Online,1,1804.38,1804.38,Cash,C6719
T00868,4/14/2024,Chair,Home & Kitchen,North,Online,10,3625.29,36252.9,Credit Card,C3738
T00869,10/26/2024,Chair,Home & Kitchen,East,Offline,4,4175.11,16700.44,UPI,C7271
T00870,11/2/2024,T-Shirt,Clothing,South,Online,8,2418.99,19351.92,UPI,C5250
T00871,6/3/2024,Cookware Set,Home & Kitchen,South,Offline,3,1713.35,5140.05,Net Banking,C8333
T00872,10/9/2024,Bread,Groceries,West,Offline,6,3579.32,21475.92,Cash,C4906
T00873,5/1/2025,Headphones,Electronics,South,Offline,1,4587.24,4587.24,Net Banking,C4763
T00874,4/9/2024,Perfume,Beauty,North,Online,10,2135,21350,Net Banking,C7353
T00875,7/19/2024,Conditioner,Beauty,East,Online,1,2157.29,2157.29,Cash,C6566
T00876,6/2/2024,Rice,Groceries,West,Offline,8,3133.84,25070.72,Cash,C1930
T00877,9/8/2024,Conditioner,Beauty,West,Online,4,3697.34,14789.36,Credit Card,C4572
T00878,4/8/2025,Chair,Home & Kitchen,South,Online,7,4151.38,29059.66,UPI,C8940
T00879,9/20/2024,Cookware Set,Home & Kitchen,East,Offline,9,4936.23,44426.07,Credit Card,C6132
T00880,1/31/2024,Mixer,Home & Kitchen,East,Offline,9,4435.86,39922.74,Cash,C1142
T00881,5/20/2024,Conditioner,Beauty,North,Offline,9,3889.96,35009.64,UPI,C3603
T00882,4/23/2025,Jeans,Clothing,North,Online,8,642.86,5142.88,Credit Card,C9226
T00883,4/26/2025,Conditioner,Beauty,South,Offline,5,679.97,3399.85,Credit Card,C7124
T00884,8/11/2024,T-Shirt,Clothing,West,Online,7,776.54,5435.78,Credit Card,C3325
T00885,6/26/2024,Face Wash,Beauty,South,Online,3,2751.05,8253.15,Cash,C5401
T00886,4/16/2024,Coffee,Groceries,South,Online,6,3473.07,20838.42,UPI,C5794
T00887,1/1/2025,Hoodie,Clothing,North,Offline,6,3957.58,23745.48,Credit Card,C8062
T00888,4/1/2025,Chair,Home & Kitchen,North,Online,7,4843.23,33902.61,Net Banking,C2730
T00889,5/9/2025,Headphones,Electronics,North,Offline,4,267.33,1069.32,Net Banking,C3062
T00890,3/30/2025,Laptop,Electronics,East,Online,7,2004.21,14029.47,Net Banking,C2641
T00891,1/16/2025,Hoodie,Clothing,South,Online,9,1320.88,11887.92,UPI,C2638
T00892,1/27/2024,Jacket,Clothing,South,Online,3,1445.66,4336.98,UPI,C3842
T00893,2/18/2025,Face Wash,Beauty,East,Offline,6,695.29,4171.74,Net Banking,C9636
T00894,4/14/2024,Lamp,Home & Kitchen,West,Online,9,4705.23,42347.07,UPI,C1275
T00895,2/12/2024,Hoodie,Clothing,West,Online,4,3230.28,12921.12,Net Banking,C4492
T00896,9/15/2024,Hoodie,Clothing,South,Offline,9,215.71,1941.39,UPI,C1490
T00897,3/12/2024,Mixer,Home & Kitchen,South,Online,3,3978.62,11935.86,Cash,C4065
T00898,4/3/2024,Hoodie,Clothing,North,Offline,4,534.67,2138.68,UPI,C7023
T00899,4/22/2024,Laptop,Electronics,West,Online,2,4810.99,9621.98,UPI,C2160
T00900,6/6/2024,Eggs,Groceries,North,Offline,6,4043.98,24263.88,Cash,C2605
T00901,10/28/2024,Eggs,Groceries,West,Offline,3,531.1,1593.3,Cash,C7856
T00902,8/25/2024,Shampoo,Beauty,East,Online,5,1876.74,9383.7,Credit Card,C9889
T00903,7/14/2024,Perfume,Beauty,South,Offline,7,1070.32,7492.24,UPI,C8255
T00904,2/8/2025,Perfume,Beauty,East,Offline,2,725.54,1451.08,Cash,C5672
T00905,4/12/2024,Smartphone,Electronics,East,Online,10,4446.35,44463.5,Net Banking,C2626
T00906,2/3/2024,Perfume,Beauty,South,Offline,1,3860.59,3860.59,Credit Card,C6923
T00907,11/15/2024,Perfume,Beauty,East,Offline,4,235.27,941.08,Cash,C9386
T00908,10/1/2024,Lamp,Home & Kitchen,North,Online,4,2979.78,11919.12,UPI,C1674
T00909,7/15/2024,Shoes,Clothing,North,Online,5,754.28,3771.4,UPI,C8986
T00910,11/30/2024,Shampoo,Beauty,East,Online,4,2984.2,11936.8,Cash,C3733
T00911,2/26/2024,Jacket,Clothing,East,Online,7,4669.56,32686.92,Net Banking,C4157
T00912,10/21/2024,Chair,Home & Kitchen,West,Online,5,429.54,2147.7,Net Banking,C4067
T00913,12/26/2024,Bread,Groceries,East,Offline,3,3718.43,11155.29,Credit Card,C1215
T00914,9/9/2024,Chair,Home & Kitchen,South,Offline,8,950.54,7604.32,Cash,C6815
T00915,3/25/2025,Perfume,Beauty,South,Offline,4,1034.53,4138.12,UPI,C8691
T00916,1/3/2024,Laptop,Electronics,East,Offline,8,116.27,930.16,Credit Card,C1051
T00917,3/16/2025,Smart Watch,Electronics,North,Online,3,3436.71,10310.13,Credit Card,C8517
T00918,4/26/2024,Lamp,Home & Kitchen,South,Online,10,3990.64,39906.4,Cash,C3122
T00919,5/29/2024,Perfume,Beauty,North,Online,9,1079.12,9712.08,Net Banking,C2211
T00920,10/28/2024,Coffee,Groceries,South,Offline,1,442.97,442.97,Cash,C3291
T00921,1/7/2025,Shampoo,Beauty,West,Online,5,152.39,761.95,Cash,C8655
T00922,5/11/2025,Bread,Groceries,South,Online,3,3781.32,11343.96,Credit Card,C3351
T00923,12/25/2024,Shampoo,Beauty,West,Online,5,4713.25,23566.25,Credit Card,C3294
T00924,10/8/2024,Coffee,Groceries,North,Offline,4,2681.61,10726.44,Cash,C9847
T00925,3/18/2025,Lamp,Home & Kitchen,East,Offline,7,3532.72,24729.04,Credit Card,C3689
T00926,4/14/2025,Smart Watch,Electronics,East,Online,1,2045.84,2045.84,Net Banking,C1144
T00927,5/11/2024,Rice,Groceries,South,Offline,10,371.16,3711.6,Net Banking,C4675
T00928,12/21/2024,Cookware Set,Home & Kitchen,South,Online,7,114.64,802.48,Net Banking,C2661
T00929,10/15/2024,Face Wash,Beauty,North,Online,2,186.13,372.26,UPI,C4429
T00930,12/27/2024,Water Bottle,Home & Kitchen,East,Offline,3,4246.51,12739.53,Net Banking,C1139
T00931,1/4/2025,Shampoo,Beauty,North,Online,6,580.45,3482.7,Cash,C8251
T00932,1/16/2024,Mixer,Home & Kitchen,West,Online,5,1837.77,9188.85,Cash,C9999
T00933,10/6/2024,Lamp,Home & Kitchen,West,Online,1,2358.49,2358.49,Credit Card,C4872
T00934,5/1/2025,Perfume,Beauty,West,Online,7,1476.99,10338.93,Net Banking,C6696
T00935,1/27/2024,Headphones,Electronics,South,Offline,3,4226.08,12678.24,Cash,C2639
T00936,12/9/2024,Tablet,Electronics,North,Offline,4,2689.68,10758.72,UPI,C2799
T00937,11/27/2024,Rice,Groceries,East,Online,1,2035.95,2035.95,Credit Card,C4250
T00938,3/22/2024,Lamp,Home & Kitchen,East,Offline,6,2467.87,14807.22,Cash,C6239
T00939,4/24/2024,T-Shirt,Clothing,South,Online,10,1895.74,18957.4,Net Banking,C7849
T00940,5/5/2025,T-Shirt,Clothing,North,Online,2,1082.31,2164.62,Net Banking,C1421
T00941,4/5/2024,Headphones,Electronics,North,Offline,8,4038.98,32311.84,UPI,C7555
T00942,2/24/2024,Hoodie,Clothing,West,Online,6,1443.8,8662.8,UPI,C2929
T00943,4/12/2025,Coffee,Groceries,North,Online,10,1782.1,17821,Cash,C9979
T00944,5/13/2025,Bread,Groceries,South,Offline,9,646.71,5820.39,Net Banking,C7230
T00945,7/10/2024,Cookware Set,Home & Kitchen,East,Online,6,695.3,4171.8,Cash,C9932
T00946,5/13/2024,T-Shirt,Clothing,West,Online,2,114.41,228.82,Credit Card,C5400
T00947,2/20/2025,Water Bottle,Home & Kitchen,North,Online,10,4978.43,49784.3,Cash,C6203
T00948,2/9/2025,Smartphone,Electronics,East,Offline,9,4847.83,43630.47,Cash,C4477
T00949,1/4/2025,Lamp,Home & Kitchen,South,Online,7,2660.02,18620.14,UPI,C7920
T00950,4/2/2024,Conditioner,Beauty,South,Online,9,3581.15,32230.35,Net Banking,C7512
T00951,10/6/2024,Tablet,Electronics,South,Offline,7,4566.78,31967.46,Credit Card,C5248
T00952,3/19/2025,Smart Watch,Electronics,East,Offline,9,4056.99,36512.91,UPI,C8617
T00953,3/26/2025,Perfume,Beauty,South,Offline,8,2894.23,23153.84,Cash,C3952
T00954,4/23/2024,Jeans,Clothing,West,Offline,9,1782.23,16040.07,Cash,C1625
T00955,9/19/2024,Face Wash,Beauty,East,Offline,1,3814.5,3814.5,Net Banking,C4586
T00956,7/12/2024,Smartphone,Electronics,East,Online,2,4653.42,9306.84,Cash,C4084
T00957,3/6/2025,Cookware Set,Home & Kitchen,North,Online,4,2241.52,8966.08,Credit Card,C1568
T00958,11/29/2024,Milk,Groceries,West,Offline,6,2142.19,12853.14,UPI,C1464
T00959,7/4/2024,Jeans,Clothing,East,Online,10,2839.69,28396.9,Cash,C4461
T00960,4/22/2024,Tablet,Electronics,West,Online,1,1591.28,1591.28,UPI,C3743
T00961,4/18/2025,Shoes,Clothing,South,Online,6,4169.64,25017.84,UPI,C6645
T00962,1/9/2024,Headphones,Electronics,West,Online,10,4090.95,40909.5,UPI,C2825
T00963,3/31/2025,Tablet,Electronics,North,Online,8,4325.64,34605.12,Net Banking,C9990
T00964,8/2/2024,Shampoo,Beauty,East,Online,6,2227.13,13362.78,Credit Card,C2965
T00965,9/8/2024,Lipstick,Beauty,North,Offline,4,1585.14,6340.56,Net Banking,C9327
T00966,5/14/2025,Face Wash,Beauty,North,Offline,2,2329.9,4659.8,UPI,C8700
T00967,3/15/2025,Eggs,Groceries,South,Online,8,3729.35,29834.8,Credit Card,C8658
T00968,6/27/2024,Bread,Groceries,East,Online,7,528.12,3696.84,UPI,C8288
T00969,4/18/2024,Face Wash,Beauty,North,Offline,6,4025.85,24155.1,UPI,C7533
T00970,4/1/2025,Lipstick,Beauty,West,Offline,2,3716.26,7432.52,Credit Card,C3635
T00971,5/5/2024,Bread,Groceries,East,Online,10,2625.87,26258.7,UPI,C8668
T00972,3/21/2025,Headphones,Electronics,South,Offline,9,233.68,2103.12,Net Banking,C6452
T00973,1/30/2025,Bread,Groceries,West,Offline,5,1392.36,6961.8,Net Banking,C5363
T00974,8/14/2024,Laptop,Electronics,North,Online,1,4411.19,4411.19,UPI,C5708
T00975,1/22/2024,T-Shirt,Clothing,East,Offline,7,4898.82,34291.74,Credit Card,C6858
T00976,4/12/2025,T-Shirt,Clothing,South,Online,9,4372.71,39354.39,UPI,C7574
T00977,8/28/2024,Coffee,Groceries,North,Online,5,2350.01,11750.05,UPI,C4470
T00978,8/12/2024,Bread,Groceries,East,Offline,8,3183.16,25465.28,Credit Card,C6689
T00979,3/4/2024,Eggs,Groceries,West,Online,7,4122.57,28857.99,UPI,C9672
T00980,5/18/2024,Lipstick,Beauty,North,Offline,10,4788.69,47886.9,Net Banking,C3160
T00981,8/31/2024,Water Bottle,Home & Kitchen,South,Offline,5,2608.66,13043.3,Net Banking,C7505
T00982,3/11/2025,Milk,Groceries,South,Online,4,3469.12,13876.48,Net Banking,C7923
T00983,12/7/2024,Bread,Groceries,South,Online,3,2043.04,6129.12,Net Banking,C8294
T00984,11/15/2024,Tablet,Electronics,West,Offline,4,3684.21,14736.84,Credit Card,C9974
T00985,1/16/2024,Laptop,Electronics,East,Offline,8,2948.37,23586.96,Net Banking,C7088
T00986,9/8/2024,Jeans,Clothing,North,Online,7,3512.91,24590.37,Net Banking,C1740
T00987,2/20/2025,Eggs,Groceries,North,Offline,9,2514.42,22629.78,Credit Card,C6285
T00988,4/28/2024,Chair,Home & Kitchen,North,Offline,1,1297.67,1297.67,UPI,C9360
T00989,12/22/2024,T-Shirt,Clothing,West,Offline,7,482.24,3375.68,Credit Card,C8722
T00990,2/11/2025,Smartphone,Electronics,West,Online,8,3054.65,24437.2,Credit Card,C3265
T00991,8/15/2024,Lamp,Home & Kitchen,North,Offline,7,1908.69,13360.83,Net Banking,C7077
T00992,6/4/2024,Rice,Groceries,West,Offline,9,1726.4,15537.6,Cash,C5808
T00993,8/8/2024,Shoes,Clothing,West,Offline,4,3293.73,13174.92,UPI,C8756
T00994,1/21/2025,Rice,Groceries,South,Online,5,1357.89,6789.45,UPI,C2422
T00995,3/13/2024,Jeans,Clothing,West,Online,10,3242.75,32427.5,Cash,C8841
T00996,6/8/2024,T-Shirt,Clothing,East,Offline,6,1041.78,6250.68,Net Banking,C7913
T00997,7/9/2024,Mixer,Home & Kitchen,South,Offline,2,1365.21,2730.42,UPI,C2767
T00998,4/14/2024,Hoodie,Clothing,East,Online,1,4307.87,4307.87,Cash,C8878
T00999,1/12/2024,Coffee,Groceries,South,Online,9,1896.89,17072.01,UPI,C7569
T01000,9/1/2024,Face Wash,Beauty,West,Online,6,3193.39,19160.34,Cash,C5997
